304694,2017-03-22,272.45,"Sobe - Cranberry Grapefruit,2.02,18.94","Sauce - White, Mix,1.03,1.95","Cheese - Cheddar, Old White,1.80,11.98","Cake - French Pear Tart,1.96,10.32","Cake - Night And Day Choclate,1.59,1.85","Halibut - Whole, Fresh,3.49,3.22","Lamb Shoulder Boneless Nz,1.91,18.63","Nut - Almond, Blanched, Whole,4.03,18.86","Flavouring - Rum,1.79,12.26","Nantucket Cranberry Juice,2.67,10.56","Tomato Paste,3.09,1.45","Lamb - Shoulder, Boneless,2.50,4.50","Lamb - Ground,2.23,10.80","Capon - Whole,4.07,9.88","Container - Hngd Cll Blk 7x7x3,2.44,22.05","Salmon - Atlantic, No Skin,3.19,24.08","Lamb - Bones,1.60,10.80","Cheese - Cheddar With Claret,1.41,7.57","Grapes - Red,3.07,27.08","Beef - Rib Eye Aaa,4.01,13.91","Yams,3.00,10.40","Wine - Riesling Alsace Ac 2001,4.04,2.91","Salt - Kosher,2.02,18.45",0,0,0,0,0,0 
457357,2018-02-23,422.62,"Flour - Buckwheat, Dark,2.95,26.24","Cheese - Havarti, Salsa,2.97,14.95","Clam - Cherrystone,1.26,5.75","Blue Curacao - Marie Brizard,2.56,12.56","Lettuce - Escarole,4.20,16.53","Butcher Twine 4r,3.03,28.46","Beef Tenderloin Aaa,1.71,15.70","Crackers - Melba Toast,3.49,23.94","Rabbit - Saddles,2.53,24.15","Sauce - Oyster,2.88,13.07","Wine - Riesling Alsace Ac 2001,1.65,3.71","Mushroom - Morels, Dry,1.79,13.64","Wine - Pinot Grigio Collavini,2.84,23.78","Cactus Pads,2.33,2.52","Longos - Grilled Chicken With,3.87,8.16","Pepsi - 600ml,2.01,14.60","Pepper - Scotch Bonnet,3.60,8.63","Chips - Assorted,3.54,28.92","Doilies - 12, Paper,1.70,2.84","Spaghetti Squash,2.84,7.57","Wine - Red, Cabernet Sauvignon,3.37,30.86","Cocoa Butter,2.97,6.69","Longos - Penne With Pesto,1.80,14.05","Foil - Round Foil,2.65,18.41","Bacon Strip Precooked,3.97,24.69","Lobster - Base,3.16,23.03","Mustard - Dijon,3.34,9.16",0,0
883916,2017-03-30,80.78,"Asparagus - White, Canned,2.37,15.15","Sole - Fillet,1.16,3.75","Strawberries,2.23,17.94","Orange - Tangerine,2.23,10.13","Coffee - Flavoured,4.09,10.10","Table Cloth 81x81 Colour,1.19,9.27","Wine - White, Antinore Orvieto,2.22,1.13","Cheese - Mozzarella,1.15,5.46","Pomegranates,1.41,7.84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300371,2017-08-18,211.66,"Bread - Rye,2.22,4.01","Rabbit - Saddles,3.02,18.29","Wine - Red, Cabernet Sauvignon,2.38,21.80","Crackers - Melba Toast,2.00,7.38","Sugar - Crumb,2.02,20.13","Silicone Parch. 16.3x24.3,2.78,2.20","Bread - Calabrese Baguette,4.17,8.55","Yogurt - Raspberry, 175 Gr,1.56,4.77","Capicola - Hot,1.08,6.63","Beans - French,3.05,24.24","Cucumber - English,3.68,21.25","Ice Cream Bar - Hagen Daz,1.37,10.98","Soup - Knorr, Ministrone,1.72,9.59","Shrimp - Baby, Warm Water,1.19,0.39","Garlic - Primerba, Paste,3.53,22.57","Bread Base - Italian,1.51,11.38","Mushroom - Crimini,3.18,9.61","Sauce - White, Mix,4.18,7.90",0,0,0,0,0,0,0,0,0,0,0
300371,2017-12-09,193.76,"Mix - Cocktail Ice Cream,2.23,13.95","Fruit Salad Deluxe,3.30,26.08","Cookies Almond Hazelnut,4.07,20.08","Sugar - Fine,2.76,1.57","Fudge - Chocolate Fudge,2.22,17.93","Energy Drink Bawls,2.12,17.94","Shrimp - 16/20, Iqf, Shell On,4.10,29.95","Lettuce - Radicchio,2.27,4.75","Cucumber - English,3.00,17.30","Yogurt - Assorted Pack,1.66,12.01","Shrimp - 16/20, Iqf, Shell On,2.03,14.83","Table Cloth 53x69 White,2.68,10.66","Aspic - Light,2.57,6.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883916,2017-05-23,417.24,"Brandy - Bar,3.04,18.81","Pizza Pizza Dough,1.35,3.35","Pasta - Orzo, Dry,1.44,3.57","Wine - Red, Cabernet Sauvignon,4.09,37.45","Bread Crumbs - Panko,2.05,6.14","Lid - High Heat, Super Clear,4.05,14.94","Cheese - Havarti, Roasted Garlic,1.07,5.91","Sauce - Oyster,3.04,13.81","Muffin Batt - Carrot Spice,2.81,8.27","Syrup - Monin, Irish Cream,1.87,8.41","Mix - Cocktail Ice Cream,1.03,6.47","Phyllo Dough,2.31,18.17","Chips - Assorted,4.09,33.44","Pasta - Tortellini, Fresh,1.10,2.14","Sprouts - Onion,3.27,2.81","Octopus - Baby, Cleaned,2.29,10.70","Sauce - Hp,2.92,14.23","Sauce - White, Mix,1.71,3.23","Wine - Cotes Du Rhone Parallele,1.72,16.73","Pork - Butt, Boneless,3.48,22.32","Chips Potato All Dressed - 43g,3.97,5.55","Bread - Pumpernickel,4.15,31.13","Placemat - Scallop, White,4.06,34.62","Brandy - Bar,3.43,1.95","Cactus Pads,1.59,11.92","Beans - French,2.25,17.93","Cheese - Valancey,3.38,8.61","Curry Paste - Madras,4.15,38.70","Yokaline,2.75,15.90"
883916,2017-08-24,309.29,"Bread - Crusty Italian Poly,2.57,20.19","Foil - Round Foil,1.64,11.43","Veal - Slab Bacon,4.12,40.09","Ginger - Pickled,2.69,25.49","Ice Cream - Fudge Bars,3.55,23.98","Pizza Pizza Dough,1.88,4.67","Anisette - Mcguiness,1.97,12.99","Cheese - Cheddar, Old White,2.14,14.18","Bread Bowl Plain,2.56,1.79","Table Cloth 53x69 White,3.08,12.26","Bread Crumbs - Panko,3.20,9.60","Wine - Montecillo Rioja Crianza,1.55,10.38","Paste - Black Olive,3.66,1.68","Rhubarb,1.79,7.70","Oven Mitt - 13 Inch,1.32,6.79","Red Currant Jelly,3.97,19.00","Pancetta,4.10,20.88","Beans - Soya Bean,2.38,17.32","Salmon Steak - Cohoe 8 Oz,2.55,6.48","Table Cloth 53x69 White,3.29,13.11","Mix - Cocktail Ice Cream,1.46,9.12","Stock - Veal, Brown,1.14,6.50","Jam - Raspberry,jar,1.47,13.65",0,0,0,0,0,0
822208,2017-11-03,405.20,"Longos - Cheese Tortellini,1.16,6.82","Coffee - Cafe Moreno,3.70,34.99","Longos - Cheese Tortellini,2.61,15.32","Cherries - Frozen,2.74,8.51","Fudge - Chocolate Fudge,3.29,26.62","Otomegusa Dashi Konbu,4.08,28.76","Pastry - Lemon Danish - Mini,3.24,19.03","Towel Multifold,1.81,8.51","Lid - High Heat, Super Clear,3.81,11.24","Pork - Bacon,back Peameal,2.72,22.67","Cheese - Cheddar, Mild,2.11,17.14","Cheese - St. Paulin,1.81,14.55","Calypso - Pineapple Passion,1.33,10.26","Fruit Salad Deluxe,3.30,26.10","Wine - Semi Dry Riesling Vineland,1.40,13.61","Lid - 3oz Med Rec,1.62,10.12","Water - San Pellegrino,1.76,6.75","Coffee - Flavoured,1.12,2.78","Ice Cream - Super Sandwich,1.17,9.41","Pork - Ham, Virginia,3.88,29.36","Wine - Acient Coast Caberne,1.42,1.73","Wine - Saint Emilion Calvet,2.46,12.00","Sole - Dover, Whole, Fresh,1.61,11.16","Bay Leaf,3.99,10.93","Pear - Halves,2.77,27.41","Wine - Red, Mouton Cadet,2.29,15.33","Tea - Black Currant,1.54,4.09",0,0
822208,2018-01-30,338.35,"Cake - Sheet Strawberry,3.27,7.36","Persimmons,3.73,9.95","Tofu - Firm,3.03,2.63","Crackers - Melba Toast,3.05,11.26","Chocolate - Compound Coating,1.96,8.58","Veal - Eye Of Round,4.10,22.42","Mix - Cocktail Ice Cream,3.45,21.60","Wine - Crozes Hermitage E.,3.08,9.83","Slt - Individual Portions,2.37,20.91","Calypso - Pineapple Passion,2.81,21.67","Kale - Red,2.89,24.84","Ice Cream - Life Savers,3.54,27.12","Capicola - Hot,1.96,12.01","Cake - Dulce De Leche,3.60,19.20","Red Currant Jelly,4.05,19.42","Yogurt - Banana, 175 Gr,1.50,0.44","Egg - Salad Premix,2.05,8.23","Extract - Raspberry,3.72,3.98","Cheese - Swiss Sliced,1.88,9.32","Relish,2.21,6.22","Rabbit - Saddles,1.72,16.43","Kale - Red,2.34,20.15","Wine - Prosecco Valdobiaddene,1.92,6.85","Rosemary - Fresh,3.09,27.95",0,0,0,0,0
826646,2017-12-18,147.06,"Beer - Labatt Blue,3.54,28.24","Cookie - Dough Variety,2.46,13.18","Yogurt - Assorted Pack,1.72,12.41","Salt And Pepper Mix - Black,3.44,17.04","Energy Drink Bawls,3.71,31.33","Salmon Steak - Cohoe 8 Oz,3.02,7.66","Oil - Sesame,2.38,18.60","Cake - Night And Day Choclate,2.25,2.61","Pepper - Green, Chili,1.65,15.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282266,2017-03-01,215.56,"Skewers - Bamboo,2.94,24.44","Ice Cream - Fudge Bars,3.83,25.89","Oil - Sesame,2.37,17.09","French Pastry - Mini Chocolate,2.46,17.83","Chicken - Whole Fryers,1.83,11.99","Bread Crumbs - Panko,1.14,3.41","Container - Hngd Cll Blk 7x7x3,3.99,35.95","Russian Prince,2.63,24.47","Beef Flat Iron Steak,1.43,7.97","Creme De Cacao Mcguines,1.11,1.60","Beef - Rib Eye Aaa,1.66,2.10","Salt - Rock, Course,3.85,11.27","Bread - Rolls, Rye,3.38,14.11","Kiwi,4.01,17.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675930,2018-02-18,89.02,"Star Anise, Whole,3.73,31.54","Wine - Saint Emilion Calvet,2.48,12.09","Mountain Dew,3.41,12.35","Lid - High Heat, Super Clear,2.50,7.38","Wonton Wrappers,1.92,2.36","Slt - Individual Portions,1.32,11.65","Water - Aquafina Vitamin,2.47,11.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351457,2017-11-16,322.26,"Octopus - Baby, Cleaned,1.75,8.18","Wild Boar - Tenderloin,1.70,11.71","Tart Shells - Barquettes, Savory,3.25,30.52","Wine - Red, Black Opal Shiraz,1.69,13.66","Buffalo - Tenderloin,3.02,1.84","Lady Fingers,2.20,5.99","Wonton Wrappers,3.12,3.84","Sole - Fillet,2.57,8.31","Ice Cream - Super Sandwich,2.61,20.93","Five Alive Citrus,3.68,15.63","Lettuce - Belgian Endive,1.99,12.49","Tart Shells - Barquettes, Savory,3.71,34.75","Wine - Cotes Du Rhone,4.12,36.32","Table Cloth 53x69 White,2.76,11.00","Lamb - Ground,3.36,16.28","Fenngreek Seed,4.06,9.67","Wine - Red, Pinot Noir, Chateau,1.77,17.62","Curry Powder,3.24,14.03","Compound - Raspberry,1.28,12.52","Ginger - Pickled,3.89,36.95",0,0,0,0,0,0,0,0,0
351457,2018-01-11,364.33,"Towel Multifold,1.34,6.26","Pears - Anjou,2.88,23.62","Vinegar - Champagne,3.88,38.77","Cactus Pads,1.73,1.87","Lobster - Base,3.21,23.33","Pork - Loin, Center Cut,2.47,10.21","Phyllo Dough,1.28,10.07","Bar Nature Valley,1.47,4.29","Mix - Cocktail Strawberry Daiquiri,3.81,34.65","Phyllo Dough,3.91,30.76","Otomegusa Dashi Konbu,1.99,14.06","Chips - Doritos,3.25,28.41","Beef - Ox Tail, Frozen,3.38,25.33","Pork Loin Bine - In Frenched,4.16,12.48","Beef Cheek Fresh,3.22,20.49","Calypso - Pineapple Passion,3.87,29.91","Fudge - Chocolate Fudge,1.17,9.50","Oil - Hazelnut,3.06,15.40","Juice - Tomato, 10 Oz,2.03,17.57","Corn Kernels - Frozen,2.46,7.37",0,0,0,0,0,0,0,0,0
758914,2018-01-30,156.16,"Grapes - Red,3.47,30.61","Mints - Striped Red,2.38,17.94","Fudge - Chocolate Fudge,1.44,11.68","Cheese - Swiss Sliced,1.33,6.61","Sesame Seed Black,3.83,5.51","Chicken - White Meat With Tender,1.27,11.28","Yogurt - Banana, 175 Gr,4.10,1.19","Fenngreek Seed,1.95,4.63","Sauce - Oyster,2.86,12.97","Butter Ripple - Phillips,2.41,20.54","Beans - Soya Bean,2.36,17.23","Sugar - Monocystal / Rock,3.96,15.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969736,2017-09-17,160.91,"Sea Bass - Whole,3.93,37.53","Bread - Olive Dinner Roll,3.87,13.60","Water - Aquafina Vitamin,1.72,8.12","Wine - White, Colubia Cresh,1.02,4.26","Pork - Ham Hocks - Smoked,2.16,7.03","Pork - Sausage Casing,3.16,6.44","Grapes - Red,3.50,31.98","Marjoram - Fresh,2.67,14.65","Cocoa Powder - Dutched,3.47,31.55","Pizza Pizza Dough,2.31,5.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969736,2017-12-21,137.86,"Turkey - Breast, Smoked,1.17,9.34","Soup - Campbells Pasta Fagioli,1.82,15.43","Corn Kernels - Frozen,3.47,2.88","Veal - Round, Eye Of,2.85,18.99","Lettuce - Escarole,3.44,13.56","Appetizer - Southwestern,3.72,36.12","Pizza Pizza Dough,3.21,7.97","Veal - Ground,1.16,10.33","Peppercorns - Pink,2.53,18.77","Eel - Smoked,2.89,4.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969736,2017-12-22,427.08,"Flour - Buckwheat, Dark,3.65,32.44","Water - Mineral, Carbonated,2.97,21.39","Chutney Sauce,3.47,24.62","Container Clear 8 Oz,2.66,21.79","Coffee - Flavoured,2.32,5.73","Pasta - Cappellini, Dry,3.66,22.81","Sprouts - Pea,3.30,11.94","Tea - Jasmin Green,3.26,17.30","Glycerine,3.95,27.02","Eggroll,2.43,3.50","Muffin - Banana Nut Individual,2.23,20.97","Yams,1.27,4.41","Salmon - Atlantic, No Skin,2.94,22.22","Trout - Rainbow, Fresh,1.54,5.48","Sour Cream,3.45,21.50","Sauce - White, Mix,1.12,2.11","Pork - Sausage Casing,1.96,4.00","Soup - Campbells, Chix Gumbo,3.95,22.24","Quail Eggs - Canned,2.53,14.03","Oil - Sesame,2.59,20.28","Pork - Caul Fat,1.15,9.90","Phyllo Dough,1.65,13.00","Chutney Sauce,2.88,20.43","Longos - Assorted Sandwich,2.52,19.12","Lemon Grass,4.13,38.85",0,0,0,0
367826,2017-06-02,69.46,"Pork - European Side Bacon,2.65,12.25","Rice - Wild,1.44,10.39","Wine - Montecillo Rioja Crianza,4.04,27.13","Nectarines,3.09,19.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640112,2017-04-27,170.61,"Beef - Inside Round,3.20,18.29","Oil - Grapeseed Oil,3.90,15.59","Pork - European Side Bacon,3.18,14.69","Wine - White, French Cross,3.97,35.15","Stock - Veal, Brown,2.56,14.63","Sauce - White, Mix,2.12,4.00","Bread - Bagels, Mini,3.96,35.12","Energy Drink Bawls,3.92,33.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640112,2018-02-15,31.40,"Sauce - Chili,1.30,5.44","Nantucket - Kiwi Berry Cktl.,3.50,1.33","Wine - White, French Cross,2.87,4.13","Beef Cheek Fresh,3.22,20.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315884,2017-04-22,356.90,"Lettuce - Belgian Endive,1.43,8.98","Sauce - White, Mix,2.58,4.89","Yogurt - Raspberry, 175 Gr,1.09,3.34","Beef - Ground Medium,3.39,30.46","Coffee - Hazelnut Cream,1.96,11.89","Crackers - Melba Toast,3.15,11.63","Stock - Veal, Brown,3.03,4.22","Ice Cream - Life Savers,3.70,28.36","Chicken - White Meat, No Tender,3.67,8.92","Pasta - Cannelloni, Sheets, Fresh,3.92,26.01","Lettuce - Treviso,2.32,15.54","Blue Curacao - Marie Brizard,4.12,20.23","Capicola - Hot,3.66,22.43","Cheese - Havarti, Salsa,3.35,16.88","Vinegar - Champagne,2.71,27.11","Cheese - Grana Padano,3.87,8.28","Pomegranates,3.66,33.25","Ecolab - Balanced Fusion,4.01,34.84","Orange - Tangerine,1.34,6.08","Syrup - Monin, Amaretta,1.40,10.89","Muffin - Banana Nut Individual,2.41,22.67",0,0,0,0,0,0,0,0
130149,2017-04-30,399.98,"Tomato - Plum With Basil,2.16,9.54","Nectarines,4.03,25.71","Curry Powder,2.06,6.59","Cookie Dough - Chocolate Chip,3.58,17.76","Pepper - Cubanelle,2.62,3.69","Longos - Penne With Pesto,1.59,12.44","Corn Syrup,2.76,26.26","Salmon - Canned,1.13,2.60","Salt And Pepper Mix - Black,1.24,6.15","Flour - Rye,1.11,3.10","Lamb Shoulder Boneless Nz,1.02,9.94","Salmon - Atlantic, No Skin,1.23,9.29","Syrup - Monin, Amaretta,1.33,10.29","Shrimp - 16/20, Iqf, Shell On,2.90,21.18","Icecream Cone - Areo Chocolate,3.95,8.34","Sugar - Fine,3.75,2.13","Ice Cream Bar - Hagen Daz,3.26,26.16","Ecolab Crystal Fusion,3.54,29.10","Bar - Sweet And Salty Chocolate,1.62,0.78","Chicken - White Meat, No Tender,3.43,8.34","Wine - Pinot Grigio Collavini,2.95,24.66","Yogurt - Raspberry, 175 Gr,2.82,8.61","Pork - Hock And Feet Attached,3.93,13.54","Wine - Cotes Du Rhone,2.72,24.00","Carbonated Water - Cherry,1.96,15.29","Latex Rubber Gloves Size 9,2.40,18.23","Fudge - Chocolate Fudge,1.80,14.59","Hummus - Spread,3.20,27.31","Cookie - Dough Variety,2.68,14.34"
130149,2017-11-16,32.53,"Soup - Campbells, Chix Gumbo,3.79,21.34","Wiberg Super Cure,4.17,11.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206075,2017-10-08,74.56,"Persimmons,3.61,9.63","Yams,2.64,9.15","Coffee - Ristretto Coffee Capsule,2.68,8.58","Latex Rubber Gloves Size 9,2.13,16.16","Rhubarb,3.21,13.83","Passion Fruit,1.98,17.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206075,2017-11-27,258.69,"Cactus Pads,3.36,3.63","Brandy - Bar,1.25,0.71","Corn Kernels - Frozen,3.17,2.63","Wine - Red, Cooking,2.52,10.22","Cookie Dough - Chocolate Chip,1.87,9.26","Bread Crumbs - Panko,1.95,5.84","Quail Eggs - Canned,2.46,13.63","Pastry - Baked Scones - Mini,2.88,8.69","Butter Ripple - Phillips,1.23,10.45","Shrimp, Dried, Small / Lb,2.49,17.99","French Pastry - Mini Chocolate,3.65,26.47","Cheese - St. Paulin,3.85,31.04","Noodles - Steamed Chow Mein,1.86,9.57","Grapes - Red,4.14,37.84","Persimmons,3.95,10.54","Bread - Crusty Italian Poly,2.63,20.67","Wine - Mas Chicet Rose, Vintage,2.87,3.61","Corn Kernels - Frozen,1.81,5.42","Radish - Black, Winter, Organic,3.69,30.46",0,0,0,0,0,0,0,0,0,0
206075,2017-12-02,75.34,"Aspic - Light,1.43,3.74","Bacardi Breezer - Tropical,2.87,13.54","Stock - Veal, Brown,1.87,10.70","Wakami Seaweed,1.86,1.80","Monkfish Fresh - Skin Off,1.85,10.88","Potatoes - Mini White 3 Oz,3.57,32.24","Corn Kernels - Frozen,2.94,2.44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829842,2017-03-19,66.40,"Bar - Sweet And Salty Chocolate,4.01,1.93","Sambuca - Opal Nera,1.39,7.16","Wakami Seaweed,1.18,2.43","Kiwi Gold Zespri,1.19,3.38","Persimmons,4.07,10.86","Yokaline,3.27,18.87","Bread Base - Italian,2.88,21.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829842,2018-01-19,72.22,"Bread - Italian Roll With Herbs,2.42,7.40","Lettuce - Radicchio,2.33,4.88","Cake - Cheese Cake 9 Inch,1.84,11.43","Eggs - Extra Large,2.81,5.77","Pie Filling - Cherry,3.95,22.05","Numi - Assorted Teas,1.69,3.34","Strawberries,2.16,17.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829842,2018-02-22,55.56,"Nut - Almond, Blanched, Whole,2.05,9.58","Cod - Salted, Boneless,3.53,4.76","Chips Potato All Dressed - 43g,2.08,2.91","Grapes - Red,3.56,32.54","Bay Leaf,2.10,5.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147481,2017-11-07,129.58,"Beer - Labatt Blue,3.50,27.93","Hummus - Spread,1.38,11.76","Longos - Grilled Chicken With,1.82,3.83","Nut - Pumpkin Seeds,1.27,1.75","Container - Hngd Cll Blk 7x7x3,3.22,29.08","Bread - Crusty Italian Poly,3.55,27.53","Cheese - Cambozola,3.46,27.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147481,2018-01-09,358.16,"Crackers - Trio,2.66,1.76","Nut - Walnut, Chopped,2.46,13.97","Marjoram - Fresh,2.44,13.38","Cactus Pads,1.56,1.68","Orange - Tangerine,3.31,15.05","Table Cloth 90x90 Colour,1.85,18.18","Juice - Tomato, 10 Oz,3.93,33.93","Curry Powder,1.40,6.05","Salsify, Organic,3.78,28.06","Table Cloth 90x90 Colour,1.82,17.91","Pepper - Gypsy Pepper,2.50,18.63","Tuna - Bluefin,3.50,14.14","Kiwi Gold Zespri,3.31,9.42","Mountain Dew,2.05,7.42","Red Currant Jelly,1.96,9.39","Crackers - Water,1.96,8.29","Cheese - Havarti, Roasted Garlic,1.09,5.99","Beef - Tongue, Cooked,2.60,7.42","Wine - Magnotta - Cab Franc,1.10,6.87","Apple - Fuji,1.03,8.52","Cucumber - English,1.55,8.93","Pastry - Baked Scones - Mini,3.97,21.91","Yogurt - Peach, 175 Gr,2.08,16.00","Curry Powder,3.03,13.11","Lamb - Ground,1.71,8.28","Mints - Striped Red,1.86,13.98","Puree - Mango,2.37,11.59","Cheese - Cheddar, Mild,1.24,10.11","Wakami Seaweed,3.96,8.20"
147481,2018-01-21,247.23,"Vaccum Bag 10x13,1.86,11.42","Beef - Inside Round,1.74,9.96","Wine - Red Oakridge Merlot,2.30,13.06","Phyllo Dough,2.29,18.00","Crawfish,3.90,11.18","Curry Paste - Madras,2.82,26.34","Sobe - Cranberry Grapefruit,3.36,31.44","Bread - Rolls, Rye,3.93,29.17","Mace Ground,3.45,1.86","Bread - Pumpernickel,3.55,26.64","Jam - Raspberry,jar,3.17,29.46","Lettuce - Escarole,3.15,24.05","Anisette - Mcguiness,2.22,14.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822208,2017-12-26,401.32,"Cake - Cheese Cake 9 Inch,3.20,21.48","Wakami Seaweed,4.19,4.06","Nut - Pumpkin Seeds,3.78,21.83","Bread Foccacia Whole,2.79,18.80","Sauce - Soya, Light,1.06,2.82","Pomegranates,2.64,14.72","Lamb - Racks, Frenched,2.24,22.28","Mints - Striped Red,3.09,23.25","Soupfoamcont12oz 112con,1.69,6.19","Sugar - Sweet N Low, Individual,1.16,2.41","Paste - Black Olive,2.89,1.33","Wine - Pinot Grigio Collavini,1.70,14.21","Beef - Ox Tail, Frozen,3.14,23.54","Rabbit - Saddles,2.02,19.27","Cake - Cheese Cake 9 Inch,1.05,7.02","Kale - Red,4.04,34.82","Pepsi - 600ml,1.95,14.16","Bread - Granary Small Pull,3.82,5.31","Curry Paste - Madras,3.01,28.08","Cheese - Havarti, Roasted Garlic,2.64,14.59","Pork - Hock And Feet Attached,1.14,3.93","Bread - Crusty Italian Poly,4.05,31.35","Croissant, Raw - Mini,1.06,6.29","Oven Mitt - 13 Inch,1.78,9.12","Sugar - Sweet N Low, Individual,2.53,5.23","Daves Island Stinger,3.51,30.97","Rice - Wild,1.97,14.25",0,0
822208,2018-02-15,56.91,"Pepsi - 600ml,2.39,17.40","Liners - Banana, Paper,1.24,5.12","Beef - Rib Eye Aaa,3.14,10.91","Wine - Magnotta - Cab Franc,3.78,23.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822208,2018-02-20,261.63,"Mustard - Dijon,4.00,10.95","Relish,1.77,4.97","Wine - Acient Coast Caberne,3.58,4.37","Cheese - Swiss Sliced,3.48,17.28","Cheese - Swiss Sliced,1.55,7.69","Greens Mustard,1.32,9.38","Cake - Cheese Cake 9 Inch,2.73,18.31","Tea - Black Currant,1.82,4.81","Shrimp - 21/25, Peel And Deviened,3.23,8.13","Bread Crumbs - Panko,1.75,5.26","Asparagus - White, Canned,2.14,13.66","Muffin Hinge Container 6,3.69,2.14","Slt - Individual Portions,2.17,19.15","Pears - Anjou,1.73,14.15","Wine - Clavet Saint Emilion,2.84,16.21","Star Anise, Whole,1.29,10.94","Lotus Root,1.31,6.45","Stock - Veal, Brown,3.45,4.80","Placemat - Scallop, White,2.73,23.29","Sugar - Crumb,1.78,17.71","Ice Cream - Super Sandwich,2.28,18.23","Crackers - Melba Toast,2.97,20.31","Corn Kernels - Frozen,4.12,3.42",0,0,0,0,0,0
571925,2017-09-15,67.07,"Rabbit - Saddles,1.96,11.87","Isomalt,1.01,1.31","Lotus Root,1.66,8.17","Pork - Loin, Center Cut,3.40,14.04","Radish - Black, Winter, Organic,3.56,29.37","Wine - Acient Coast Caberne,1.89,2.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341689,2017-05-31,275.98,"Table Cloth 81x81 Colour,1.36,10.58","Anisette - Mcguiness,3.69,24.42","Ginger - Pickled,2.70,25.62","Bag Clear 10 Lb,1.42,2.46","Plate Pie Foil,2.02,12.19","Beef - Tongue, Cooked,4.12,11.79","Tart Shells - Savory, 3,3.26,1.56","Bread - Calabrese Baguette,2.86,5.85","Sprouts - Pea,3.15,11.41","Lemon Grass,3.26,30.68","Persimmons,1.56,4.16","Rabbit - Saddles,3.60,21.80","Seedlings - Buckwheat, Organic,1.01,7.16","Pasta - Fusili, Dry,4.03,25.92","Pear - Halves,1.25,12.39","Plasticknivesblack,3.02,25.39","Orange - Tangerine,3.50,15.91","Nectarines,4.18,26.66",0,0,0,0,0,0,0,0,0,0,0
306030,2017-06-17,80.89,"Container Clear 8 Oz,3.52,28.81","Strawberries,3.73,30.00","Taro Root,4.10,22.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306030,2018-01-21,178.41,"Anchovy Paste - 56 G Tube,1.49,4.36","Cheese - Valancey,2.75,25.76","Beef - Inside Round,1.15,6.54","Chocolate - Milk,1.29,1.74","Wine - Magnotta - Cab Franc,2.99,18.57","Brandy - Bar,3.16,1.80","Cheese - Mozzarella,2.02,9.61","Wakami Seaweed,2.35,2.28","Pork - Caul Fat,2.65,22.91","Apple - Macintosh,3.34,18.05","Wine - Casablanca Valley,2.65,10.60","Container - Hngd Cll Blk 7x7x3,2.13,19.24","Muffin Hinge Container 6,2.52,1.46","Muffin Batt - Carrot Spice,3.89,11.43","Beer - Sleeman Fine Porter,3.20,24.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
826646,2017-10-05,105.44,"Nantucket - Kiwi Berry Cktl.,3.47,1.32","Sugar - Icing,1.15,7.95","Towel Multifold,3.26,15.30","Tequila Rose Cream Liquor,2.02,14.15","Curry Paste - Madras,2.51,23.39","Cookie - Dough Variety,2.74,14.67","Eggroll,2.14,3.08","Compound - Raspberry,1.76,17.23","Pepper - Scotch Bonnet,3.48,8.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
